basepk,topic,procedural_score,error
2205042,sugar price increase and supply,0.0,
2205062,provincial program applications,0.25,
2205084,air transport board regulation,0.0,
2205187,imputation contrary to house rules,0.75,
2205201,ministerial statement authenticity,0.5,
2205209,question of privilege forgery,0.75,
2205237,removal of Mr. McKay,0.5,
2205257,order of business,1.0,
2205373,agriculture committee and wheat board,0.25,
2205399,C.N.R. car repair depot in Hanna,0.0,
2205416,Trans-Canada pipe lines equity stock,0.0,
2205419,trans-Canada pipe line ownership,0.0,
2205428,tenderers for government contracts,0.25,
2205463,department of agriculture for eastern Canada,0.25,
2205481,previous government appointments,0.25,
2205487,bilingualism and biculturalism in Canada,0.1,
2205492,municipal development and loan board,0.0,
2205511,denial of attending dinner,0.75,
2205533,Canada-US defence cooperation,0.0,
2205550,UN financial crisis and Canadian role,0.0,
2205562,TCA repair depot move from Winnipeg,0.0,
2205573,clarification of previous question,0.75,
2205649,ministerial appointment congratulations,0.25,
2205656,Indian affairs branch meetings,0.0,
2205684,multiculturalism and immigration policy,0.25,
2206141,Canada-US gas imports,0.25,
2206153,strategic air command flights over Canada,0.0,
2206180,sugar prices and the canning industry,0.0,
2206249,air fares on the Atlantic route,0.25,
2206288,CBC radio broadcast content,0.25,
2206338,house seating plan,0.25,
2206345,parliamentary debate on defence policy committees,0.5,
2206365,point of order on committee debate scope,0.75,
2206421,paid statutory holidays and labour code revision,0.25,
2206460,air division overseas role,0.25,
2206471,defence policy committee,0.25,
2206513,defence committee and minister's report,0.5,
2206598,restrictive trade practices commission sugar industry,0.0,
2206610,Canada's UN peace keeping contribution,0.0,
2206625,unemployment insurance for lumbermen,0.0,
2206635,accountability of the Canadian Broadcasting Corporation,0.25,
2206690,penitentiary construction schedule,0.0,
2206717,civil service postings and austerity,0.25,
2206746,appropriation for fiscal year 1964,0.0,
2206813,regulation of advertising on radio and television,0.25,
2206820,order of business,0.75,
2206895,federal grants to Quebec classical colleges and universities,0.0,
2206985,experimental farm near Fort William,0.0,
2207065,Canadian coat of arms,0.0,
2207075,bank interest charges and Bank Act revision,0.0,
2207092,chiropractic inclusion in medical care insurance,0.0,
2207096,acquisition of newspaper by director of investigation,0.1,
2207109,mental health and hospital construction funding,0.0,
2207143,federal-provincial technical and vocational training schools,0.0,
2207176,radioactive fall-out monitoring program,0.0,
2207239,common law wife income tax and UI,0.0,
2207247,discontinue West Arichat light,0.0,
2207290,butter stocks and storage costs,0.0,
2207291,government butter and butter oil stocks and costs,0.0,
2207306,cabinet ministers' corporate directorships,0.0,
2207436,tariff on sugar imports,0.0,
2207451,bread price increases in Montreal,0.0,
2207476,RCMP security inquiries on university campuses,0.25,
2207492,C.C.F. youth movement affiliation,0.5,
2207539,abstention principle in external affairs,0.25,
2207545,interim supply estimates,0.25,
2207560,appeal body for security clearance cases,0.25,
2207588,borrowing authority for $1.5 billion,0.25,
2207592,government debt interest estimates,0.0,
2207599,borrowing power in bill,0.25,
2207622,Canada-US export market impact,0.25,
2207629,extension of territorial waters,0.0,
2207680,fish marketing regulations,0.0,
2207690,US injunction on ship loading,0.0,
2207707,federal-provincial conference terms of reference,0.25,
2207720,trans-Canada highway layout on Montreal island,0.0,
2207773,committee terms of reference on smoking and lung cancer,0.25,
2207791,NHA interest rates and lending facilities,0.0,
2207871,Representation Act name change for Charlevoix,0.25,
2207880,naming of St. Maurice-Lafleche constituency,0.5,
2207900,question of privilege regarding personal remarks,0.75,
2207901,comedian,0.75,
2207910,constituency name change,0.75,
2207923,defence committee study of nuclear weapons and NATO,0.25,
2207927,Canada's role in nuclear arms policy,0.25,
2207944,order of business for economic council bill,0.75,
2207956,Columbia River treaty negotiations,0.0,
2208005,sewage disposal for cabin cruisers,0.0,
2208045,Fraser river flood fund,0.25,
2208056,Lake Union Air Service licence suspension,0.0,
2208070,uranium industry development policies,0.0,
2208132,Canadian wheat board mission to Hong Kong,0.0,
2208331,return of confiscated documents to Chinese Canadians,0.0,
2208344,representation of native people at world fair,0.0,
2208417,Royal Military College suggestions,0.25,
2208421,private members' hour time allocation,0.75,
2208425,National Housing Act mortgage provisions for existing homes,0.0,
2208428,National Housing Act and home financing,0.25,
2208928,German industrialists and the cold war,0.0,
2208982,representation of native people at world fair,0.0,
2209049,dismissal from air force,0.25,
2209077,Canadian role in NATO nuclear weapons,0.25,
2209081,civilian authority over NORAD,0.25,
2209113,support for private member's bill,0.25,
2209181,order of business for the house,0.75,
2209208,Harvard training aircraft air display,0.25,
2209249,north Pacific treaty convention,0.0,
2209281,Canada-US fishing rights at 12-mile limit,0.25,
2209284,fishery extension program consultation,0.0,
2209424,defence policy committee membership,0.25,
2209430,NATO defence policy and nuclear deterrents,0.25,
2209448,CF-104 aircraft procurement and NATO role,0.25,
2209454,CF-104 nuclear capability debate,0.25,
2209516,establishment of economic council of Canada,0.25,
2209596,parliamentary privilege and public announcements,0.5,
2209598,contributory and portable pensions,0.0,
2209604,unemployment and labour training programs,0.25,
2209643,Canadian Disaster Relief Fund financial report,0.0,
2209648,combating cigarette smoking and nicotine addiction,0.0,
2209661,NATO air training advisory group visit,0.0,
2209744,federal lime subsidy payments,0.0,
2209911,hospital construction timeline,0.25,
2209942,Canadian university service overseas financial support,0.0,
2209967,establishment of department of industry and provincial jurisdiction,0.25,
2209969,order of business,0.75,
2210069,winter house construction bonus,0.0,
2210094,unclear,1.0,
2210113,emergency drought relief for cattle industry,0.0,
2210119,Trans-Canada Highway Act amendments,0.0,
2210219,revolving fund for municipal services,0.0,
2210238,budget debate timing,0.5,
2210276,Canadian National Railways yard operations,0.0,
2210364,legal services for Central Mortgage and Housing Corporation,0.0,
2210455,production of railway documents,0.75,
2210459,housing purchase tax exemption,0.0,
2210526,Canadair employee resignation and security status,0.0,
2210551,NORAD air defence agreement details,0.0,
2210661,Suffield research station grazing land,0.0,
2210750,UN peacekeeping force cost sharing,0.0,
2210773,government policy on smoking and cancer,0.0,
2210813,strawberry pickers for Vancouver island,0.0,
2210830,penitentiary construction at Drumheller,0.0,
2210844,federal municipal loan fund legislation,0.0,
2210898,Alberta crude petroleum export quotas,0.25,
2210910,sugar beet support program,0.0,
2210914,national park on Long Point island,0.0,
2210981,agricultural exports,0.0,
2210988,grain handling and branch line rationalization,0.25,
2210990,representations to Minister of Transport,0.5,
2211034,revenue and expenditure estimates,0.25,
2211847,overhaul work on R.C.A.F. aircraft,0.0,
2211854,sales tax on building materials,0.0,
2211958,abandonment of Saskatchewan railway lines,0.25,
2212012,congratulations to Speaker and Chairman,1.0,
2212026,municipal loan fund proposals,0.25,
2212036,debate on resolution before committee,0.75,
2212049,motion concurrence in suggestions,0.5,
2212062,ministerial responsibility for budget preparation,0.1,
2212066,parliamentary procedure,0.75,
2212097,budget debate procedure,0.5,
2212135,budget secrecy and leak of budget document,0.75,
2212149,question of privilege,0.75,
2212214,warden's court statistics,0.0,
2212250,acting appointments in civil service,0.0,
2212271,Moose Jaw airport civilian aircraft facilities,0.0,
2212277,ARDA projects in Saskatchewan,0.0,
2212279,unemployment insurance fund contributions and benefits,0.0,
2212286,provincial ministers of labour attendance at ILO conference,0.0,
2212305,Kingston road post office outlet,0.0,
2212363,medical officer for D.E.W. line,0.0,
2212371,defence production contracts,0.0,
2212380,CBC television outlet in Newfoundland,0.0,
2212381,question of order on question paper scope,0.75,
2212435,budget debate procedure,0.5,
2212464,urgency of parliamentary debate,0.75,
2212471,budget debate scheduling,0.75,
2212539,consultants for budget preparation,0.25,
2212553,federal sales tax on building materials,0.25,
2212580,labour dispute resolution services,0.25,
2212624,increase family allowances and extend eligibility,0.0,
2212659,RCMP use of strikebound airline,0.25,
2212698,government inquiry efficiency,0.75,
2212747,bill amendment process,0.5,
2212801,sales tax rebates for pre-existing contracts,0.25,
2212812,securities tax protest,0.25,
2212960,meeting on British Columbia highway problems,0.0,
2213051,Canadian ownership of corporations,0.25,
2213053,Canadian control of financial institutions,0.25,
2213076,Atlantic Development Board Act funding and structure,0.25,
2213096,Atlantic Development Board Act funding,0.25,
2213112,Atlantic Development Board Act amendments,0.1,
2213131,Industrial Estates and economic development,0.25,
2213156,appointments to Atlantic development board,0.25,
2213164,investigation of public funds expenditure,0.0,
2213221,post office property purchase at Manotick,0.0,
2213282,improvements to aids to navigation in Manitoba lakes,0.0,
2213339,tabling of fisheries department officials,0.75,
2213341,North Pacific high seas fisheries delegation expenses,0.0,
2213407,executive assistant qualifications,0.0,
2213418,national accounts and income statistics,0.0,
2213454,budget debate delay,0.75,
2213469,question of privilege regarding Secretary of State's statement,0.75,
2213496,exhibition details,0.25,
2213614,sales tax on prefabricated homes,0.0,
2213663,pension legislation and government agenda,0.25,
2213708,point of order regarding member conduct,0.75,
2214095,suspension of 30% tax on securities,0.0,
2214114,take-over tax consultation,0.25,
2214158,sales tax on ready-mix transit companies,0.0,
2214188,world's fair construction projects,0.0,
2214224,committee of inquiry into Kierans visit,0.5,
2214241,question of privilege,0.75,
2214247,oath of secrecy for ministerial visitors,0.25,
2214277,treaty ratification and external affairs committee,0.25,
2214332,fund resources to meet obligations,0.0,
2214380,national debt and monetary policy,0.25,
2214405,Canada's 12-mile fishing limit,0.1,
2214430,budget and housing policy,0.25,
2214443,securities tax and foreign ownership,0.25,
2214458,federal-provincial relations and secretariats,0.25,
2214484,Canada pension plan and old age security,0.0,
2214508,inquiry into budget trading patterns,0.25,
2214514,Excise Tax Act resolutions,0.25,
2214604,question of privilege,1.0,
2214654,sales tax on building materials,0.0,
2214681,preference for Canadian defence contractors,0.0,
2214870,inmate time served and parole violations statistics,0.0,
2214944,feed grain freight assistance policy,0.0,
2215017,question of privilege,1.0,
2215092,Laos international commission for supervision,0.25,
2215161,budget proposals and consideration of amendments,0.25,
2215182,income tax deductions for seniors,0.25,
2215184,pension plan savings and investment in risk ventures,0.1,
2215198,budget deficit and tax policy,0.25,
2215284,veterinary college financial contribution,0.0,
2215302,ministerial question about budget,0.75,
2215341,industry consultations and regulations,0.25,
2215465,commission on biculturalism appointments,0.0,
2215472,Canada's military aid to Portugal,0.0,
2215476,French naval forces withdrawal from NATO,0.0,
2215503,RCMP constables and provincial jurisdiction,0.25,
2215552,debate on specific charge,0.75,
2215555,non-confidence motion voting procedure,0.75,
2215625,company name change and French language use,0.25,
2215664,adding French version to company name,0.0,
2215703,federalism and provincial jurisdiction in budget,0.25,
2215836,executive assistant appointment to Minister of Forestry,0.0,
2215847,winter works program payments in St. Hyacinthe-Bagot,0.0,
2215871,hospital orderly and laboratory helper job descriptions,0.0,
2215928,motion for adjournment under standing order 26,0.75,
2216055,release of information on nuclear ammunition dumps,0.25,
2216065,ministerial statement propriety,0.75,
2216083,federal aid to municipalities,0.25,
2216087,Quebec withdrawal from electric power programs,0.0,
2216110,veterinary college funding,0.0,
2216278,national parks and recreation policy,0.0,
2216350,budget resolutions and tax uncertainty,0.5,
2216366,inquiries of the ministry,0.75,
2216391,statement contradiction,0.5,
2216394,staffing of the distant early warning line,0.0,
2216407,O'Leary commission under government consideration,0.25,
2216475,uranium mine production loans,0.25,
2216510,labour dispute intervention,0.25,
2216595,compensation for railway workers' job loss,0.0,
2216678,order of business,0.75,
2216686,budget resolutions and questions,0.25,
2216717,sales tax on Peace River project,0.25,
2216730,Columbia River treaty negotiations,0.25,
2216731,northern affairs and British Columbia agreement,0.25,
2216755,federal-provincial tax and social services jurisdiction,0.0,
2216778,assistance for economic mines facing unemployment,0.0,
2216783,Solbec copper mine strike,0.0,
2216854,ministerial power to appoint staff,0.25,
2216861,order of business,0.75,
2216866,federal-provincial industrial growth cooperation,0.0,
2216877,employee estimates for department,0.25,
2216915,"Department of Industry, Trade and Commerce functions",0.25,
2216929,appointments to area development commissioner,0.25,
2216975,ministerial discretion in legislation,0.25,
2216979,Department of Defence Production purchases,0.0,
2217036,Bankruptcy Act and provincial legislation,0.25,
2217063,war veterans allowance eligibility,0.0,
2217087,budget resolutions announcement,0.25,
2217110,European common market tariff adjustments,0.0,
2217212,Dominion Day parliamentary hill program recording,0.5,
2217213,commendation for armed forces and RCMP,0.25,
2217221,R.C.M.P. travel on Pacific Western Airlines,0.0,
2217237,consideration of government policy,0.25,
2217265,motion to regret government economic policies,0.5,
2217272,anticipating debate on order paper items,0.75,
2217289,amendment procedure on supply motion,0.75,
2217323,sales tax and personal income tax alternatives,0.25,
2217333,clarifying doubts and uncertainties on government policy,0.25,
2217396,financial and economic policies,0.0,
2217404,parliamentary debate and procedure,0.75,
2217487,airstrip operation and maintenance,0.0,
2217512,special assistants' appointments and qualifications,0.0,
2217526,appointment of executive assistant to minister,0.0,
2217529,executive assistant qualifications,0.25,
2217563,appointment of executive assistant,0.75,
2217677,list of land purchase tenders,0.25,
2217690,centennial administration bilingualism subsidy,0.0,
2217757,peace corps activities,0.0,
2217762,Soviet test ban agreement proposal,0.0,
2217829,identical bids and combines investigation,0.25,
2217890,Dominion Day name change,0.5,
2217899,parliamentary terminology debate,0.5,
2217965,family allowances and social security program,0.25,
2217967,family allowances for older children,0.25,
2218005,election campaign promises,0.25,
2218016,family allowances and old age pensions,0.25,
2218027,family allowance legislation unkept promises,0.25,
2218045,order of business on government bills,0.75,
2218054,amendments to Export and Import Permits Act,0.0,
2218089,world fair location and establishment,0.25,
2218098,change name of Trans-Canada Air Lines,0.0,
2218145,question period rules,0.75,
2218182,announcement of new agricultural policy,0.0,
2218212,grain sales to Czechoslovakia,0.0,
2218257,veterans' hospital staff interests,0.25,
2218284,civil service recruitment and training,0.0,
2218290,civil service employment qualifications,0.25,
2218312,temporary departmental personnel appointments,0.25,
2218334,civil service and foreign technicians for specialized industry,0.0,
2218371,transfer of small business branch,0.0,
2218404,revision of labour legislation and ILO conventions,0.25,
2218406,ILO convention on employee termination,0.25,
2218424,clarification of bill standing order,0.75,
2218465,manufacturing industries and production,0.0,
2218467,increasing production efficiency and exports,0.0,
2218497,information for small industry,0.25,
2218507,repeal of Defence Production Act,0.25,
2218525,unemployment insurance and area designation,0.25,
2218526,transportation costs and area development,0.25,
2218547,economic development designated area legislation,0.25,
2218567,amendment to bill C-74,0.5,
2218582,area development agency appointment,0.0,
2218617,review of armed forces equipment,0.0,
2218631,St. Helen and Notre Dame island security work,0.0,
2218685,Soulanges canal purchase,0.0,
2218745,grain sales to East Germany,0.0,
2218750,legal opinion on finance department appointments,0.25,
2218774,adoption of the metric system for trade,0.1,
2218777,world exhibition site decision,0.25,
2218780,Canada's trade policy and economic development,0.1,
2218855,Elliot Lake economic status and uranium ore stockpiling,0.0,
2218858,press releases from restrictive trade practices commission,0.0,
2218881,grants for student residence accommodation,0.0,
2218893,Indian Act recommendations on band councils,0.0,
2218929,Gaspe railway construction costs and representations,0.0,
2218938,transportation allowance for defence employees,0.0,
2218956,Vancouver port planning committee,0.0,
2219012,representation of French Canadians in public service,0.25,
2219014,French Canadian representation in public affairs,0.25,
2219033,federal-provincial relations and municipal assistance,0.25,
2219039,unanimous agreement to take up a motion,0.75,
2219043,great lakes labour dispute meeting,0.25,
2219077,engineering groups meeting and agreement,0.0,
2219096,point of order,1.0,
2219123,federal-provincial conference on fishing industry welfare,0.0,
2219128,mail truck robberies,0.0,
2219158,administration of Nunassiaq territory,0.25,
2219175,expeditious passage of legislation,0.5,
2219182,Northwest Territories government structure,0.25,
2219226,budget procedure and fiscal control,0.5,
2219279,federal-provincial ownership of islands,0.25,
2219345,Bank of Canada market transactions,0.0,
2219353,manufacturers' sales tax,0.0,
2219360,income tax refund procedure,0.0,
2219364,sales tax refunds and taxpayer good faith,0.0,
2219378,order of business,1.0,
2219559,Atlantic Development Board Act proposals,0.25,
2219602,federal-provincial fiscal transfers to Newfoundland,0.25,
2219705,Atlantic Development Board funding and scope,0.25,
2219731,Atlantic Development Board Act clarification,0.25,
2219744,Atlantic Development Board capital fund,0.25,
2219764,department of industry and private business,0.25,
2219804,point of order,0.75,
2219845,stock exchange trading inquiries,0.0,
2219865,equalization payments under tax sharing arrangements,0.0,
2219867,Aiyansh flood expenditures,0.0,
2219989,fines for Combines Investigations Act infractions,0.0,
2220095,closing of experimental farm sheep department,0.0,
2220201,Atlantic Development Board Act amendments,0.25,
2220220,Atlantic provinces minimum payment,0.25,
2220274,appointment of persons to Department of Finance,0.25,
2220332,question of privilege on classified information,0.75,
2220383,parliamentary procedure,1.0,
2220458,appointments to a board,0.25,
2220595,bill expenditure of public funds,0.75,
2220597,economic development board for South Renfrew,0.25,
2220611,parliamentary sitting hours,0.25,
2220643,unclear,0.75,
2220664,Liberal party policy analysis,0.25,
2220692,ARDA legislation and municipal loan fund,0.25,
2220698,Economic Council of Canada legislation,0.25,
2220706,rights of the individual,0.25,
2220750,tabling of supply report,0.25,
2220769,report on supply for fiscal year 1963,0.25,
2220792,federal assistance for highways,0.25,
2220843,Columbia river treaty wording,0.5,
2220889,budget resolutions and customs tariff,0.25,
2220965,national harbours board and radio station application,0.25,
2220984,railway run-throughs and union negotiations,0.25,
2220991,election timing of policy matters,0.5,
2220997,railway transportation improvements in Saguenay,0.0,
2221001,Air Canada bilingualism and CNR employee unionization,0.25,
2221007,Trans-Canada Air Lines aircraft purchase and air traffic control pay,0.1,
2221037,order of business on government statements,0.75,
2221084,Canadian armed forces UN stand-by battalion,0.0,
2221092,contracts and payments to consultants,0.0,
2221144,MacFarland Construction Co. contracts and complaints,0.0,
2221261,information on member cases,0.25,
2221275,appointment of legal agents by Minister of Justice,0.0,
2221296,land transfer for penitentiary institution,0.0,
2221357,budget and election timing,0.25,
2221393,agricultural commodities stabilization account losses,0.0,
2221415,federal-provincial relations on Columbia River treaty,0.25,
2221510,National Housing Act reimbursement for CMHC,0.0,
2221588,state of the Canadian economy,0.25,
2221695,Pas-samaquoddy power project,0.0,
2221734,carillon programs for tourists,0.0,
2221755,Prairie Grain Advance Payment Act operation,0.0,
2221795,wheat deal with China,0.0,
2221889,railway tickets printed in Canada,0.0,
2221909,asbestos imports into Canada,0.0,
2221928,consideration of suggested change,0.5,
2221942,Canadian manufactured scales,0.0,
2222037,committee security clearance for NORAD information,0.75,
2222102,duty on agricultural machinery parts,0.0,
2222129,farm equipment and fishing industry rebates,0.0,
2222165,Customs Tariff on agricultural machinery,0.25,
2222230,tariffs on Canadian-made tractor cabs,0.25,
2222243,tariffs on agricultural implements,0.25,
2222249,excise tax on farm equipment,0.25,
2222264,tariff exemptions for agricultural machinery,0.25,
2222273,parliamentary procedure and debate,0.75,
2222278,development of Canadian secondary industry,0.0,
2222385,customs tariff on grasses and seaweed,0.0,
2222403,reimposition of tariff on fish food,0.25,
2222404,trout feed palatability and production,0.0,
2222414,tariff board report on engineers and architects plans,0.0,
2222544,provincial-federal highway consultation,0.25,
2222549,trunk highways through national parks,0.25,
2222612,production of confidential documents,0.75,
2222704,university training program for Northwest Territories,0.25,
2222725,Atlantic Development Board clarification,0.0,
2222726,Atlantic provinces ministers meeting,0.25,
2222761,economic council consultation with labour and management,0.25,
2222771,order of business and debate,0.75,
2222874,private members' hour motion,0.75,
2222904,fortieth wedding anniversary congratulations,0.75,
2223009,C.N.R. ferry Bluenose reservations,0.25,
2223043,Canada Pension Plan financing and features,0.1,
2223102,old age pensions and social security,0.25,
2223132,foreign insurance company investment in Canada,0.0,
2223190,Canada Pension Plan and old age security,0.25,
2223293,ruling on proposed amendment,0.75,
2223320,Canada Pension Plan constitutionality and partisanship,0.25,
2223336,Canada Pension Plan benefits and funding,0.25,
2223352,debate on proposed amendment,0.75,
2223372,Canada's role in international finance,0.0,
2223402,US president's proposals,0.25,
2223480,P.F.A.A. applications and hiring policy,0.0,
2223504,advertising allocations by government departments,0.25,
2223507,advertising accounts for travel bureau,0.25,
2223537,advertising firm contributions to political parties,0.25,
2223551,western Canada crop sale,0.0,
2223591,rights of way for trunk highways,0.25,
2223695,foreign ownership of Canadian companies,0.0,
2223751,President Kennedy and treasury remarks,0.25,
2223912,Chatham retaining wall construction and dredging costs,0.0,
2224014,Canada-US trade consultation,0.0,
2224058,trans-Canada highway and northern roads,0.25,
2224121,radar system affecting St. Sylvestre station,0.25,
2224132,General Lemnitzer NATO parliamentary association visit,0.25,
2224172,Bluenose reservations procedure,0.25,
2224209,tax incentives for economic development,0.25,
2224235,establishment of designated areas,0.25,
2224245,Income Tax Act,0.0,
2224259,repeal of tax concession based on increased sales,0.0,
2224294,exporting natural gas,0.0,
2224301,export of natural gas,0.25,
2224314,pipeline company incorporation and exploration,0.0,
2224334,tax policy and foreign ownership of Canadian resources,0.25,
2224398,ministerial review of taxpayer transactions,0.0,
2224420,taxation of accumulated corporate dividends,0.0,
2224476,US-Canada draft legislation on trade,0.0,
2224544,unemployment insurance Gill committee report,0.0,
2224566,Columbia river treaty,0.25,
2224583,Minister of Transport's audible reply,0.75,
2224660,appeal provisions in legislation,0.25,
2224679,taxation of ship financing and rents,0.0,
2224704,lumber industry relief in Prince George,0.25,
2224708,taxation of capital gains and stock market transactions,0.25,
2224718,income tax incentives for business modernization and employment,0.25,
2224762,budget and employment creation,0.25,
2224772,Atlantic Development Board Act,0.25,
2224805,budget debate scope,0.5,
2224806,Excise Tax Act resolution,0.5,
2224817,debt service charges and social services,0.25,
2224840,takeover tax and housing excise tax,0.25,
2224859,ways and means committee tax proposals,0.5,
2224872,public library tax exemption for construction,0.1,
2224888,budget preparation and economic impact,0.25,
2224953,ship construction subsidy program,0.0,
2224976,personal income tax rates by city,0.0,
2225010,centennial celebration visitor services,0.0,
2225172,Canada's aid to underdeveloped nations,0.0,
2225177,Norris commission findings consideration,0.0,
