basepk,topic,procedural_score,error
2201265,U.S. State Department press release,0.25,
2201267,urgency of debate on US statement,0.75,
2201276,urgency of debate on government spending,0.75,
2201282,urgency of debate on joint defence arrangements,0.75,
2201285,appeal from Speaker's ruling,1.0,
2201294,appeal from Speaker's ruling,0.75,
2201295,parliamentary procedure on appeals against Speaker's rulings,0.75,
2201301,appeal from Speaker's ruling on adjournment motion,1.0,
2201309,US-Canada joint defence arrangements,0.25,
2201311,defence arrangements with the United States,0.25,
2201318,US State Department press release on nuclear weapons,0.25,
2201324,confidential negotiations with US,0.25,
2201331,Canada-US nuclear weapons discussions,0.25,
2201333,Canadian nuclear weapons policy and NATO,0.25,
2201348,legality of surcharge and imports order,0.25,
2201356,production of government legal opinions,0.5,
2201358,legal arguments on a motion,0.75,
2201364,improper imposition of taxation,0.25,
2201369,legality of surcharges and document production,0.25,
2201371,validity of surcharges,0.25,
2201385,surcharge and imports order documents,0.5,
2201389,legality of import control orders,0.5,
2201448,parliamentary procedure and opposition tactics,0.75,
2201468,Canadian defence policy and US relations,0.25,
2201477,US State Department press release on defence,0.25,
2201479,criticism of US state department actions,0.25,
2201483,denial of press interpretation of Prime Minister's speech,0.25,
2201487,Canada's NATO nuclear weapons role,0.25,
2201494,Bomarc and F-101 interceptor squadrons,0.25,
2201496,NATO co-operation and security,0.25,
2201500,defence policy and U.S. State Department press release,0.25,
2201503,defence policy,0.25,
2201508,Liberal party's policy inconsistency,0.5,
2201574,question of privilege regarding Bill C-14,0.75,
2201584,agreement for silver bullion supply,0.0,
2201619,appointments for world exhibition directors,0.0,
2201669,employee transfers within a corporation,0.0,
2201836,nuclear weapons and unemployment,0.0,
2201845,unemployment and economic planning,0.25,
2201862,definitions of unemployment and employment,0.0,
2201899,municipal sewage treatment loans,0.25,
2201902,water pollution control funding,0.25,
2201906,municipal water pollution control program,0.25,
2201931,appointments to public service,0.0,
2201933,federal-provincial conference on biculturalism,0.0,
2201935,Quebec's place in Canadian confederation,0.0,
2201950,vocational training instructors and vacancies,0.0,
2201971,sale of houses in Edmundston,0.0,
2201999,imports of fish and fishery products by country,0.0,
2202002,tuberculosis and brucellosis herd testing programs,0.0,
2202027,chartered bank profits and reserves,0.0,
2202036,rural development pilot project in New Brunswick,0.0,
2202102,inquiries of the ministry,0.5,
2202183,non-confidence motion on government leadership,0.75,
2202190,government indecision and lack of policy,0.5,
2202192,nuclear warheads for weapons systems,0.25,
2202196,parliamentary procedure on grievances,0.75,
2202208,parliamentary procedure on supply motions,0.75,
2202209,raising of grievances in supply debates,0.75,
2202210,point of order on debate content,0.75,
2202217,point of order on non-confidence motion,0.75,
2202222,points of order and debate,0.75,
2202228,order of business,0.75,
2202230,rules for debate in committee of supply,0.75,
2202240,debate on supply motion rules,0.75,
2202242,debate on amendments in committee of supply,0.75,
2202244,rules for debate on amendments,0.75,
2202245,ruling on debate scope,0.75,
2202249,imputing motives on a point of order,0.75,
2202250,no confidence motion on government leadership,0.25,
2202254,defence policy committee debate,0.25,
2202260,national defence policy and allied relations,0.25,
2202264,NATO nuclear missile bases and Canadian obligations,0.0,
2202270,alleged lack of government leadership,0.25,
2202284,Canada-US relations and government indecision,0.25,
2202291,point of order on debate scope,0.75,
2202292,point of order on debate scope,0.75,
2202294,fairness of debate and amendment procedure,0.75,
2202295,vote of no confidence debate,0.5,
2202297,government's handling of unemployment and economic policy,0.25,
2202299,supplementary estimates and national finances,0.25,
2202303,government inaction on legislation and policy,0.25,
2202331,criticism of government performance,0.75,
2202342,government action and decision-making,0.25,
2202344,motion of no confidence in government,0.75,
2202407,Leader of the Opposition's indecisiveness,0.75,
2202428,obstruction and wasted time in the house,0.75,
2202442,supply motions and house rules,0.5,
2202460,interim supply in election years,0.25,
2202469,opposition obstruction of government business,0.75,
2202489,parliamentary procedure and legislative record,0.5,
2202771,nuclear arms and defence policy,0.25,
2202778,Canada's role in NATO defence policy,0.25,
2202781,US intrusion into Canadian public debate,0.25,
2202791,Canada's identity and foreign policy,0.25,
2202797,order of business and legislation,0.5,
2202816,partisan attacks on opposition parties,0.75,
2202821,Canadian dollar and economic performance,0.25,
2202832,Canada's industrial expansion compared to US,0.0,
2202839,Canadian economic performance and growth,0.25,
2202841,economic policy and social security programs,0.25,
2202856,parliamentary procedure and budget debate,0.75,
2202860,eastern farmers feed grain policy,0.25,
2202862,partisan attacks on opposition parties,0.75,
2202864,vote of confidence on legislative program,0.5,
2202865,parliamentary debate on government performance,0.75,
2202867,portable pensions and parliamentary procedure,0.5,
2202875,parliamentary debate time allocation,0.75,
2202881,defence policy and financial crisis,0.25,
2202884,NATO nuclear deterrent review,0.0,
2202896,NATO air division weapons and US negotiations,0.25,
2202901,Canada's nuclear weapons policy,0.25,
2202903,Canadian defence policy and NATO commitments,0.25,
2202907,Canada's defence policy and nuclear weapons,0.25,
2202976,election of Speaker,0.75,
2202977,nomination of Alan Macnaughton as Speaker,0.25,
2202978,qualifications of the Speaker of the House,0.5,
2202987,suspension of sitting,0.75,
2203008,appointment of chairman of committees,0.5,
2203011,election of deputy chairman of committees,0.75,
2203021,Canada's NATO nuclear force policy,0.25,
2203155,Garibaldi park national park transfer,0.0,
2203168,bombings of mail boxes,0.0,
2203191,sugar price increase study,0.0,
2203240,dairy industry policy,0.0,
2203261,broadcasting policy report,0.25,
2203528,Canadian NATO delegation travel arrangements,0.0,
2203546,discontinuance of trains Winnipeg to Saskatoon,0.25,
2203560,international control of nuclear weapons,0.0,
2203572,withdrawal of refuelling aircraft from Frobisher and Fort Churchill,0.0,
2203611,lay-off of civilian employees at Point Edward naval base,0.0,
2203663,commonwealth trade and dominion-provincial relations,0.5,
2203667,"fishery limits, railway policy, pensions, redistribution, parliamentary procedure",0.25,
2203670,address in reply to speech from the throne,0.25,
2203679,government's four-year legislative program,0.25,
2203683,economic performance and growth comparison,0.25,
2203686,economic proposals and farm policy,0.25,
2203688,realized net income from farming in Canada,0.0,
2203698,Canada-US relations and fishing limits,0.25,
2203701,Canada's role in NATO and OAS,0.25,
2203748,surcharge on imports legislation,0.25,
2203751,establishment of economic council of Canada,0.0,
2203755,municipal capital works loan program,0.0,
2203759,establishment of department of industry,0.0,
2203767,Atlantic Development Board Act amendment,0.0,
2203775,amend Northwest Territories Act,0.0,
2203779,establishment of Nunassiaq territory,0.0,
2203839,international joint commission review of project,0.0,
2203903,civil service pay increases,0.0,
2203985,Canada's NATO nuclear defence commitment,0.25,
2203993,Canada's nuclear weapons policy and NATO,0.25,
2203995,Canada's nuclear arms commitment,0.0,
2203997,Arrow nuclear weapons commitment,0.25,
2203999,Canada's NATO nuclear weapons commitments,0.25,
2204001,nuclear warheads for air division role,0.0,
2204008,nuclear weapons policy and parliamentary mandate,0.5,
2204010,defence policy and NATO commitments,0.25,
2204013,Starfighter aircraft readiness in Europe,0.0,
2204015,Honest John rocket battery armament,0.0,
2204017,training with missile warheads,0.0,
2204021,Canadian nuclear weapons policy and NATO,0.25,
2204026,nuclear weapons and parliamentary consultation,0.5,
2204035,nuclear weapons and NATO defence policy,0.25,
2204037,Canada's NATO defence policy,0.0,
2204041,nuclear arms acquisition and parliamentary control,0.25,
2204043,Canada's nuclear weapons policy,0.1,
2204045,Canada's nuclear weapons policy and commitments,0.1,
2204047,Canada's role in NORAD and nuclear weapons,0.25,
2204049,Liberal defence policy and nuclear weapons,0.25,
2204061,Minister of National Defence nuclear weapons policy,0.25,
2204064,Bomarc missiles and nuclear weapons policy,0.25,
2204066,parliamentary consultation on nuclear arms,0.5,
2204096,Canada-US labour relations,0.0,
2204179,remodelling of west block conference room,0.25,
2204212,North American forestry commission meeting,0.0,
2204272,parliamentary procedure and control of finances,0.5,
2204276,parliamentary procedure and party integrity,0.5,
2204278,"employment, pensions, housing, medicare, and external aid",0.1,
2204364,liaison committee for Saskatchewan affairs,0.25,
2204372,US farm price support program and wheat surpluses,0.25,
2204395,power boat operation by minors,0.0,
2204396,regulation of small power boats,0.0,
2204410,supplementary milk payments for manufacturing,0.0,
2204442,radioactive fallout testing and monitoring,0.0,
2204455,treatment of drug addicts,0.25,
2204487,sugar prices and Combines Investigation Act,0.25,
2204535,Banff motel site tenders,0.0,
2204605,national economic council,0.25,
2204607,new department of industry and economic planning,0.1,
2204657,general agreement on tariffs and trade,0.0,
2204660,commonwealth trade and GATT negotiations,0.0,
2204664,Canadian agricultural exports to UK,0.0,
2204665,UK agricultural policy and Canadian cereal imports,0.0,
2204672,UN financial obligations and Canadian support,0.0,
2204689,US seamen's union statement on Canada,0.25,
2204739,point of order on question of privilege,0.75,
2204741,question of privilege and Hansard placement,0.75,
2204752,representations regarding mail service,0.25,
2204763,question of privilege regarding Postmaster General's statement,0.75,
2204771,military assistance to India,0.0,
2204797,railway abandonments and transport policy,0.25,
2204949,order of business and government agenda,0.75,
2204986,United Nations financing of peace keeping operations,0.0,
2204994,pesticide regulations under Food and Drugs Act,0.25,
2205075,CF-104 aircraft delivery and modifications,0.0,
2205084,air transport board regulation,0.0,
2205107,congratulations to the speaker and members,0.75,
2205109,NATO ministerial meeting and Canadian commitments,0.1,
2205112,NATO defence and peace initiatives,0.0,
2205127,NATO alliance and partnership,0.0,
2205152,NATO defence policy and Canadian forces,0.25,
2205158,election campaign commitments on TCA base,0.25,
2205162,election strategy and Conservative policy,0.25,
2205164,identification of a letter from US embassy,0.5,
2205180,authenticity of quoted documents,0.75,
2205189,point of order on document authenticity,0.75,
2205271,house cafeteria service arrangements,0.25,
2205274,election recount for Northwest Territories,0.25,
2205280,appointment to restaurant committee,0.75,
2205347,policy on illegal immigration amnesty,0.25,
2205352,submarine acquisition and reciprocal defence orders,0.0,
2205372,grain delivery quotas,0.0,
2205415,Trans-Canada Pipe Lines purchase approval,0.0,
2205455,representation of Drummond-Arthabaska,0.25,
2205465,point of order regarding interruptions,0.75,
2205466,dairy subsidy policy changes,0.0,
2205510,question of privilege regarding newspaper report,0.75,
2205520,tabling of government estimates and expenditure review,0.1,
2205533,Canada-US defence cooperation,0.0,
2205547,UN observer mission in the Yemen,0.0,
2205555,T.C.A. overhaul base in Winnipeg,0.25,
2205578,rising price of sugar,0.0,
2205579,Combines Investigation Act and sugar prices,0.25,
2205581,price controls and director's report,0.25,
2205585,Combines Investigation Act jurisdiction,0.25,
2205619,non-aggression pacts and international relations,0.0,
2205633,teaching of French in northern Quebec schools,0.0,
2205656,Indian affairs branch meetings,0.0,
2205704,order of business for the house,0.75,
2206134,report on civil aviation planning,0.25,
2206140,Canada-US energy and trade discussions,0.0,
2206205,denial of information and contempt of the House,0.75,
2206208,municipal loans for employment programs,0.25,
2206250,international air line fare increases,0.0,
2206252,international air line rates,0.0,
2206258,Weldon Chan immigration status,0.0,
2206297,Unemployment Insurance Act administration,0.0,
2206301,re-employment of casual labourers at Point Edward naval base,0.0,
2206341,appointment of special committee on defence,0.25,
2206345,parliamentary debate on defence policy committees,0.5,
2206349,defence policy committee establishment,0.25,
2206350,special committee on defence policy,0.5,
2206351,defence committee terms of reference,0.25,
2206361,appointment of defence committee,0.25,
2206364,defence committee debate,0.75,
2206365,point of order on committee debate scope,0.75,
2206367,committee procedure on subject debate,0.75,
2206370,committee terms of reference,0.75,
2206387,Minister of National Defence committee direction,0.5,
2206389,defence policy committee terms of reference,0.5,
2206395,defence committee and policy debate,0.5,
2206397,Canada's role in nuclear deterrence,0.1,
2206399,re-examination of Canada's NATO role and air division,0.25,
2206406,paid statutory holidays for federal employees,0.25,
2206454,establishment of defence committee,0.25,
2206456,Canadian forces atomic weapons,0.25,
2206460,air division overseas role,0.25,
2206468,review of Canadian defence policy and NATO strategy,0.0,
2206471,defence policy committee,0.25,
2206473,national policy on alliance relations,0.25,
2206480,F-104 aircraft procurement and utility,0.0,
2206556,soybean price support recommendations,0.0,
2206573,federal crop insurance for fruit growers,0.0,
2206591,federal jurisdiction over sugar prices,0.25,
2206598,restrictive trade practices commission sugar industry,0.0,
2206615,UN peace keeping costs and external affairs committee,0.25,
2206635,accountability of the Canadian Broadcasting Corporation,0.25,
2206677,anthrax disease prevention and control,0.0,
2206727,Sergeant Leja's pension eligibility,0.0,
2206746,appropriation for fiscal year 1964,0.0,
2206748,language rights in parliamentary procedure,0.75,
2206750,interim supply bill,0.25,
2206800,interim supply debate,0.5,
2206802,unanimous consent for bill stage,0.75,
2206818,order of business for interim supply and legislation,0.5,
2206832,Canadian National Railway capital expenditures,0.0,
2206840,strontium 90 measurements in milk and air,0.0,
2206845,CNR pensions for retired employees,0.0,
2206846,Canadian National Railways pension amounts,0.0,
2206848,retired civil servants pensions and residency,0.0,
2206849,superannuation allowances for retired civil servants and widows,0.0,
2206855,federal tax collection in British Columbia,0.0,
2206873,civil service commission competition details,0.25,
2206879,Emergency Gold Mining Assistance Act payments,0.0,
2206882,financial assistance for new gold mining companies,0.0,
2206888,Canadian foreign aid allocations,0.0,
2206895,federal grants to Quebec classical colleges and universities,0.0,
2206917,federal contributions to Quebec social assistance,0.0,
2206933,CBC coverage extension project costs,0.0,
2206948,N.H.A. loans approved by C.M.H.C. Fort William,0.0,
2206961,Trans-Canada Air Lines pilot furloughs,0.0,
2206964,NATO ministerial meeting hosting costs,0.0,
2206967,College Militaire Royal de Saint-Jean enrollment statistics,0.0,
2206970,CBC television station St. John's,0.0,
2206973,railway employee classification and compensation,0.0,
2206985,experimental farm near Fort William,0.0,
2206991,labour force survey personnel changes,0.0,
2206994,immigrant sponsorship regulations and policy,0.0,
2207012,adjudication of claims in Quebec,0.0,
2207029,Farm Credit Corporation loans by county,0.0,
2207053,federal contributions for technical and vocational training,0.0,
2207062,roads to resources agreement New Brunswick,0.0,
2207075,bank interest charges and Bank Act revision,0.0,
2207099,Transair Ltd. air transport licence,0.0,
2207110,mental health grant allocation to provinces,0.0,
2207113,mental health services and national survey,0.0,
2207147,frigate and submarine construction costs,0.0,
2207151,ARDA legislation and projects in British Columbia,0.0,
2207154,Combines Investigation Act inquiry into automotive oils,0.0,
2207167,airport construction project timeline,0.0,
2207173,Canadian Arsenals Limited production rate,0.0,
2207176,radioactive fall-out monitoring program,0.0,
2207182,Canadian military ensigns and flags,0.0,
2207204,expenditures under Fitness and Amateur Sport Act,0.0,
2207223,federal-provincial university funding,0.0,
2207235,daily travel allowance for Toronto airport employees,0.0,
2207259,federal contribution to access roads,0.0,
2207274,federal-provincial land use projects,0.0,
2207280,Alberta vocational training projects and costs,0.0,
2207291,government butter and butter oil stocks and costs,0.0,
2207294,Great Lakes water levels and navigation,0.0,
2207318,death of Pope John XXIII,0.25,
2207319,condolences on death of Pope John XXIII,0.0,
2207326,federal-provincial discussions on British Columbia,0.25,
2207331,Soviet proposal for denuclearised zones,0.25,
2207335,Canadian relief contribution to Pakistan,0.0,
2207397,NORAD agreement and airfields,0.0,
2207401,RCAF officer statements at NORAD,0.0,
2207451,bread price increases in Montreal,0.0,
2207463,Canada's contributions to freedom from hunger campaign,0.0,
2207474,Canadian government policy on espionage and security,0.0,
2207476,RCMP security inquiries on university campuses,0.25,
2207478,RCMP inquiry into peace marchers,0.25,
2207483,R.C.M.P. security and parliamentary inquiry,0.25,
2207515,definition of disability under Disabled Persons Act,0.1,
2207517,definition of disability in Disabled Persons Act,0.0,
2207535,fisheries policy statement,0.25,
2207543,congratulations on appointment as Minister of Finance,0.25,
2207545,interim supply estimates,0.25,
2207548,old age security program timing,0.75,
2207551,federal government policy on portable pensions,0.25,
2207558,Gordon Harry Knott navy dismissal error,0.25,
2207562,RCMP report consideration,0.25,
2207576,civil service matters and budget considerations,0.25,
2207578,civil service pay and pensions,0.1,
2207579,staff association negotiations,0.25,
2207603,special warrants and Financial Administration Act,0.0,
2207617,Canada's 12-mile exclusive fisheries zone,0.0,
2207618,Canada's 12-mile fishing zone,0.1,
2207664,international north Pacific fisheries commission recommendations,0.25,
2207670,north Pacific fisheries commission advisory committee,0.0,
2207680,fish marketing regulations,0.0,
2207704,welfare allowances for employable persons,0.0,
2207753,Canadian Wheat Board interim payments,0.0,
2207760,financial aid for Indian students,0.0,
2207826,unemployment insurance for lumbermen,0.0,
2207902,Representation Act and electoral district names,0.25,
2207909,geographic name changes,0.5,
2207944,order of business for economic council bill,0.75,
2207954,Columbia River Treaty negotiations,0.0,
2207955,Columbia River Treaty downstream benefits,0.25,
2207974,penitentiary staff working conditions and complaints,0.0,
2207979,Canadian forces defence undertakings,0.0,
2208000,health research and personal expenditures,0.0,
2208003,national building code earthquake provisions,0.0,
2208006,disposal of sewage from cabin cruisers,0.0,
2208012,installation of rail lines on pier C,0.0,
2208030,UN member state contributions arrears,0.0,
2208033,appointment of CNR president Donald Gordon,0.0,
2208050,timber sales and band fund deposits,0.0,
2208056,Lake Union Air Service licence suspension,0.0,
2208065,uranium mine closures and government examination,0.0,
2208071,uranium production and contracts,0.0,
2208093,milk and wheat radiation analysis,0.0,
2208096,Royal Military College coat of arms,0.0,
2208132,Canadian wheat board mission to Hong Kong,0.0,
2208144,international sugar agreement protocol,0.0,
2208191,disclosure of government commitments,0.5,
2208283,north pacific fisheries convention delegation,0.0,
2208290,north Pacific fisheries treaty discussions,0.5,
2208340,Yukon flood relief efforts,0.0,
2208374,availability of French Hansard,0.25,
2208389,awarding of public works contracts,0.25,
2208422,National Housing Act,0.25,
2208440,order of business,0.75,
2208829,question of privilege regarding motion recording,0.75,
2208830,point of privilege on production of papers,0.75,
2208831,accuracy of Votes and Proceedings records,0.5,
2208832,unanimous consent for production of papers,0.75,
2208839,unanimous consent to amend motion,0.75,
2208842,question of privilege regarding motion reservations,0.75,
2208911,legality of board chairman appointment,0.25,
2209019,US air force base closure staff dislocation,0.0,
2209024,railway line abandonment policy,0.25,
2209082,nuclear weapons policy and NATO commitments,0.25,
2209084,Canada's nuclear arms commitment,0.25,
2209093,Canada's nuclear arms commitment under NATO,0.25,
2209102,Canada's role in NATO nuclear weapons,0.25,
2209104,defence policy and NATO commitments,0.25,
2209106,nuclear weapons and NATO defence policy,0.25,
2209138,NATO nuclear strike force and disarmament,0.25,
2209141,defence commitments and nuclear weapons,0.25,
2209142,production of government documents on commitments,0.25,
2209144,Canadian forces in Europe NATO commitments,0.25,
2209150,Canada's nuclear weapons policy and commitments,0.25,
2209152,establishment of a permanent defence committee,0.25,
2209208,Harvard training aircraft air display,0.25,
2209211,Canada-US defence production sharing,0.0,
2209230,Japanese voluntary export restraints,0.25,
2209255,north Pacific fisheries commission delegates,0.0,
2209335,committee size and composition,0.5,
2209395,Dawson City festival foundation financial situation,0.0,
2209412,RCMP employee information requests,0.25,
2209417,parliamentary debate on defence committee formation,0.5,
2209424,defence policy committee membership,0.25,
2209430,NATO defence policy and nuclear deterrents,0.25,
2209432,Canada's role in NATO conventional defence,0.25,
2209434,ex-prime minister's reliance on sources for defence policy,0.25,
2209436,Canada's role in NATO nuclear forces,0.25,
2209448,CF-104 aircraft procurement and NATO role,0.25,
2209454,CF-104 nuclear capability debate,0.25,
2209456,Canadian nuclear role in NATO,0.25,
2209458,NATO air division role and equipment,0.25,
2209462,NATO nuclear forces and multilateral force,0.25,
2209464,multilateral nuclear force proposal,0.0,
2209468,multilateral nuclear force and Canadian policy,0.1,
2209470,defence policy and expenditures,0.25,
2209478,acquisition of defensive nuclear weapons,0.25,
2209493,establishment of economic council of Canada,0.0,
2209494,establishment of an economic council of Canada,0.0,
2209495,government boards vs government action,0.25,
2209499,economic council of Canada bill,0.25,
2209501,cabinet divisions on economic planning,0.5,
2209503,economic planning and government control,0.25,
2209506,economic growth and employment,0.25,
2209508,Canadian post-war European economic relations,0.0,
2209510,economic growth and full employment,0.0,
2209519,establishment of department of industry,0.0,
2209520,establishment of department of industry,0.0,
2209539,arranging the business of the house,0.75,
2209595,contributory or portable pensions legislation,0.5,
2209603,employment and manpower development program,0.0,
2209604,unemployment and labour training programs,0.25,
2209606,unemployment and labour policy,0.1,
2209617,north Pacific fisheries convention review,0.0,
2209625,grants for amateur sport program,0.0,
2209627,ARDA projects in Alberta,0.0,
2209628,ARDA projects in Alberta,0.0,
2209643,Canadian Disaster Relief Fund financial report,0.0,
2209646,military aid and training,0.0,
2209652,radiation levels in drinking water,0.0,
2209658,Shaughnessy hospital nursing orderly establishment and pay,0.0,
2209661,NATO air training advisory group visit,0.0,
2209696,brucellosis control areas in Quebec,0.0,
2209720,military pay scales by rank and trade group,0.0,
2209723,university capital grants and scholarships,0.0,
2209732,customs and excise revenue and costs,0.0,
2209787,halting nuclear testing and Moscow talks,0.0,
2209851,detention under provincial act,0.25,
2209886,Bill of Rights and import surcharge legal opinion,0.0,
2209887,examination of bills for Bill of Rights consistency,0.0,
2209889,parliamentary review of bill of rights consistency,0.25,
2209920,federal aid for forest fire protection,0.0,
2209928,US rocket testing at Fort Churchill,0.0,
2209950,Canadian university service overseas program,0.0,
2209984,order of business for municipal development,0.75,
2210008,federal-provincial jurisdiction over municipal loans,0.25,
2210068,housing winter construction bonus tax implications,0.0,
2210104,Canada refraining from acquiring nuclear weapons,0.0,
2210105,resumption of nuclear test ban talks,0.0,
2210133,court case on secondary boycott,0.0,
2210166,municipal works loan program,0.0,
2210167,municipal development and loan act for employment,0.0,
2210176,municipal loan fund and federal financing,0.25,
2210179,urban development and federal-provincial consultation,0.25,
2210220,municipal development and loan act,0.0,
2210237,order of business for government bills,0.75,
2210250,federal share of technical school costs,0.0,
2210253,government organization and bilingualism,0.0,
2210254,Glassco commission and bilingualism,0.25,
2210273,railway maintenance of way methods,0.0,
2210276,Canadian National Railways yard operations,0.0,
2210279,Canadian National Railways passenger occupancy,0.0,
2210285,alcoholism research and public information,0.0,
2210288,government revenue from alcoholic beverages,0.0,
2210318,immigration statistics by country and occupation,0.0,
2210341,roads to resources agreement Manitoba,0.0,
2210377,Central Mortgage and Housing Corporation loans for elderly housing,0.0,
2210386,federal contributions to Saskatchewan technical schools,0.0,
2210393,federal contributions to forest access roads in Saskatchewan,0.0,
2210403,slum clearance projects in Toronto,0.0,
2210464,winter housing construction bonus,0.0,
2210519,overtime permit and wage adjustment for NATO conference workers,0.0,
2210526,Canadair employee resignation and security status,0.0,
2210551,NORAD air defence agreement details,0.0,
2210561,US oil export market access,0.0,
2210574,crop insurance reinsurance proposals,0.0,
2210578,export cheese pricing and subsidies,0.0,
2210598,security clearance for defence contractors employees,0.0,
2210627,committee composition and procedure,0.75,
2210661,Suffield research station grazing land,0.0,
2210665,Radio Prestige licence application,0.25,
2210670,grain elevator handling charges regulation,0.0,
2210729,order to sit after ten o'clock,0.75,
2210735,order of business,0.75,
2210750,UN peacekeeping force cost sharing,0.0,
2210756,order of business and recess,0.75,
2210782,royal commission on health services report,0.0,
2210830,penitentiary construction at Drumheller,0.0,
2210839,university professors association meeting,0.5,
2210929,provincial government health and welfare intentions,0.25,
2210964,establishment of department of industry and area development agency,0.25,
2210971,unanimous consent to withdraw a bill,0.75,
2210978,grain handling facilities and exports,0.25,
2210982,public terminal elevator at Tisdale,0.0,
2210986,wheat handling costs and elevator locations,0.0,
2210988,grain handling and branch line rationalization,0.25,
2211020,budget presentation and national economy,0.25,
2211022,combating unemployment and promoting economic growth,0.0,
2211026,federal budget deficits and economic growth,0.1,
2211030,federal budgetary deficits and international trade,0.0,
2211032,economic policy and non-resident ownership,0.1,
2211034,revenue and expenditure estimates,0.25,
2211037,government expenditure estimates and reappraisal,0.0,
2211835,parliamentary procedure and order paper,0.75,
2211868,income tax regulations amendment,0.0,
2211884,appointment of secretary general for resources council,0.0,
